RUN	ParabankParaSoftAccount	parabankparasoftaccount	1683099826686	account test	3.9.3
USER	ParabankParaSoftAccount	START	1683099829451
REQUEST		LoginRequest	1683099829441	1683099830776	OK	 
REQUEST		LoginRequest Redirect 1	1683099830783	1683099831182	OK	 
REQUEST		template.css	1683099831245	1683099831480	OK	 
REQUEST		style.css	1683099831246	1683099831687	OK	 
REQUEST		logo.gif	1683099831248	1683099831697	OK	 
REQUEST		clear.gif	1683099831247	1683099831702	OK	 
REQUEST		request_2	1683099831688	1683099831784	OK	 
REQUEST		request_4	1683099831698	1683099831800	OK	 
REQUEST		request_5	1683099831702	1683099831806	OK	 
REQUEST		header-customer.jpg	1683099831248	1683099831858	OK	 
REQUEST		request_6	1683099831785	1683099831885	OK	 
REQUEST		request_7	1683099831801	1683099831903	OK	 
REQUEST		request_8	1683099831807	1683099831910	OK	 
REQUEST		request_9	1683099831858	1683099831965	OK	 
REQUEST		request_10	1683099831886	1683099831988	OK	 
REQUEST		request_12	1683099831910	1683099832007	OK	 
REQUEST		request_11	1683099831904	1683099832009	OK	 
REQUEST		request_13	1683099831966	1683099832076	OK	 
REQUEST		request_14	1683099831988	1683099832085	OK	 
REQUEST		request_16	1683099832008	1683099832107	OK	 
REQUEST		request_17	1683099832009	1683099832108	OK	 
REQUEST		request_1	1683099831493	1683099832130	OK	 
REQUEST		request_18	1683099832077	1683099832174	OK	 
REQUEST		angular.min.js	1683099831247	1683099832194	OK	 
REQUEST		GetAccountRequest	1683099832086	1683099832992	OK	 
REQUEST		request_20	1683099839008	1683099839112	OK	 
REQUEST		request_21	1683099877125	1683099877512	OK	 
REQUEST		request_38	1683099877517	1683099877617	OK	 
REQUEST		request_41	1683099877517	1683099877901	OK	 
REQUEST		CreateAccountRequest	1683099890915	1683099891303	OK	 
USER	ParabankParaSoftAccount	END	1683099891306
